@relation DARPA99Week1-14

@attribute min_fpktl numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute min_fiat numeric
@attribute mean_fiat numeric
@attribute max_fiat numeric
@attribute std_fiat numeric
@attribute min_biat numeric
@attribute mean_biat numeric
@attribute max_biat numeric
@attribute std_biat numeric
@attribute duration numeric
@attribute proto numeric
@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute class {NOTSSH,SSH}

@data
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
72,72,72,0,159,159,159,0,0,0,0,0,0,0,0,0,1215,17,1,72,1,159,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,974,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,495,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,481,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,406,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,799,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,503,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,482,17,1,63,1,160,NOTSSH
229,255,310,36,-1,-1,-1,0,0,0,0,0,0,0,0,0,74380225448,17,270,68885,0,0,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,482,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,474,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,473,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
72,72,72,0,159,159,159,0,0,0,0,0,0,0,0,0,1225,17,1,72,1,159,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,600,17,1,63,1,160,NOTSSH
72,72,72,0,159,159,159,0,0,0,0,0,0,0,0,0,1255,17,1,72,1,159,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,488,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,74928631398,17,1172,89072,1172,89072,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,631,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,858,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,540,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,479,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,74928361895,17,1172,89072,1172,89072,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,663,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,474,17,1,63,1,160,NOTSSH
132,132,132,0,167,167,167,0,0,0,0,0,0,0,0,0,32099477056,17,16055,2119260,16055,2681185,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
96,96,96,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,74861959512,17,1875,180000,0,0,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,483,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,495,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,988,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,490,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,679,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,484,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,597,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,466,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,852,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
40,58,182,50,40,1079,1500,657,413,20156,105896,38020,69,9237,75314,19220,144838,6,8,466,16,17274,NOTSSH
40,79,235,86,40,384,1500,596,466,19452,71907,35016,72,15405,51948,21953,81354,6,5,399,6,2304,NOTSSH
40,79,233,85,40,255,1064,409,413,18458,69962,34348,65,14988,48705,20762,77398,6,5,397,6,1535,NOTSSH
40,75,251,85,40,621,1500,733,1000,20352,90038,39019,72,14608,68219,24413,105041,6,6,455,8,4971,NOTSSH
40,81,245,91,40,206,868,369,712,20306,74923,36447,67,20064,56729,25720,84486,6,5,409,5,1032,NOTSSH
40,78,228,83,40,83,208,83,408,3633,7415,3004,67,5317,8128,4550,18113,6,5,392,4,332,NOTSSH
40,67,254,75,40,1115,1500,636,917,17375,85162,30143,59,7483,57977,14510,124430,6,8,538,17,18967,NOTSSH
40,68,238,74,40,973,1500,701,426,22625,112159,44022,69,12290,92918,27177,138538,6,7,482,12,11677,NOTSSH
40,79,234,86,40,232,1064,410,440,6668,21447,9922,69,5296,17241,7028,29615,6,5,398,6,1395,NOTSSH
40,73,236,79,40,747,1500,757,387,19267,82976,35716,70,13594,55707,19857,99067,6,6,440,8,5979,NOTSSH
40,80,237,87,40,368,1064,508,390,16887,61970,30085,125,13398,43478,18290,70501,6,5,401,6,2212,NOTSSH
40,81,242,89,40,232,996,427,394,18466,67884,32974,69,18214,50953,23007,76503,6,5,406,5,1160,NOTSSH
40,81,245,91,40,414,1500,617,393,18913,70162,34188,69,15035,49166,20824,78441,6,5,409,6,2489,NOTSSH
40,80,237,87,40,151,483,220,393,6346,19692,8984,69,8235,20014,10451,28025,6,5,401,4,607,NOTSSH
40,79,231,84,40,272,1064,446,387,6893,21181,9607,71,6549,21345,10089,29330,6,5,395,5,1364,NOTSSH
40,79,235,86,40,313,1064,441,416,20122,73684,35747,70,15736,52749,22336,83013,6,5,399,6,1882,NOTSSH
40,78,229,84,40,126,467,190,392,5895,19809,9323,70,6199,18340,8305,27228,6,5,393,5,631,NOTSSH
40,80,240,89,40,285,1016,487,433,6948,20869,9384,69,8632,21226,11139,29499,6,5,404,4,1140,NOTSSH
40,81,241,89,40,400,1500,606,417,17721,63804,30766,71,13772,46279,19452,73181,6,5,405,6,2400,NOTSSH
40,79,233,85,40,125,461,187,383,6291,19839,9085,67,6211,14667,6118,27217,6,5,397,5,625,NOTSSH
40,79,235,86,40,449,1500,649,413,19143,71209,34763,70,15256,47235,20252,80608,6,5,399,6,2694,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,465,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,466,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,498,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,1024,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,467,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
40,186,1126,379,40,58,80,16,1142,37201,168180,58508,8214,68292,218722,90282,478222,6,8,1495,8,470,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,479,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,488,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
40,200,1500,457,40,58,80,16,114,10618,22066,8455,8264,42406,202391,70700,297009,6,10,2003,8,465,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,490,17,1,63,1,160,NOTSSH
206,206,206,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,17,1,206,0,0,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
52,52,52,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,74954355942,17,2500,130000,0,0,NOTSSH
40,153,861,286,40,58,80,16,1135,40761,184960,64577,10406,71848,218712,93148,503098,6,8,1227,8,467,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,447,17,1,76,1,76,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,466,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,581,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,470,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,434,17,1,76,1,76,NOTSSH
72,72,72,0,159,159,159,0,0,0,0,0,0,0,0,0,1163,17,1,72,1,159,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,541,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,529,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,842,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,479,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,670,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,499,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,463,17,1,76,1,76,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,369,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,690,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,935,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,676,17,1,63,1,160,NOTSSH
40,153,859,285,40,58,80,16,1144,37807,173298,60430,8716,68878,218706,91101,482313,6,8,1228,8,470,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,481,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,479,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,472,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,473,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
72,72,72,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,74932576050,17,2698,194256,0,0,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,352,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,1746,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,74864947201,17,1171,88996,1171,88996,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,610,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,442,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,969,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,473,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,457,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,458,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,775,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,491,17,1,63,1,160,NOTSSH
52,52,52,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,74954355928,17,2500,130000,0,0,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,74881071063,17,1171,88996,1171,88996,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,548,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,471,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,474,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,772,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
72,72,72,0,159,159,159,0,0,0,0,0,0,0,0,0,1215,17,1,72,1,159,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,974,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,495,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,481,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,406,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,799,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,503,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,482,17,1,63,1,160,NOTSSH
229,255,310,36,-1,-1,-1,0,0,0,0,0,0,0,0,0,74380225448,17,270,68885,0,0,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,482,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,474,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,473,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
72,72,72,0,159,159,159,0,0,0,0,0,0,0,0,0,1225,17,1,72,1,159,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,600,17,1,63,1,160,NOTSSH
72,72,72,0,159,159,159,0,0,0,0,0,0,0,0,0,1255,17,1,72,1,159,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,488,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,74928631398,17,1172,89072,1172,89072,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,631,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,858,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,540,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,479,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,74928361895,17,1172,89072,1172,89072,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,663,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,474,17,1,63,1,160,NOTSSH
132,132,132,0,167,167,167,0,0,0,0,0,0,0,0,0,32109500554,17,16060,2119920,16060,2682020,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
96,96,96,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,74861959512,17,1875,180000,0,0,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,483,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,495,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,988,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,490,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,679,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,484,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,597,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,466,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,852,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,455,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,465,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,466,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,498,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,1024,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,467,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
40,186,1126,379,40,58,80,16,1142,37201,168180,58508,8214,68292,218722,90282,478222,6,8,1495,8,470,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,479,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,488,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,480,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
40,200,1500,457,40,58,80,16,114,10618,22066,8455,8264,42406,202391,70700,297009,6,10,2003,8,465,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,490,17,1,63,1,160,NOTSSH
206,206,206,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,17,1,206,0,0,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
52,52,52,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,74984349614,17,2501,130052,0,0,NOTSSH
40,153,861,286,40,58,80,16,1135,40761,184960,64577,10406,71848,218712,93148,503098,6,8,1227,8,467,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,447,17,1,76,1,76,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,466,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,581,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,470,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,434,17,1,76,1,76,NOTSSH
72,72,72,0,159,159,159,0,0,0,0,0,0,0,0,0,1163,17,1,72,1,159,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,541,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,529,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,842,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,479,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,670,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,499,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,463,17,1,76,1,76,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,369,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,690,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,935,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,676,17,1,63,1,160,NOTSSH
40,153,859,285,40,58,80,16,1144,37807,173298,60430,8716,68878,218706,91101,482313,6,8,1228,8,470,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,481,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,479,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,472,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,477,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,473,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,478,17,1,63,1,160,NOTSSH
72,72,72,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,74958719019,17,2699,194328,0,0,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,352,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,1746,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,74864947201,17,1171,88996,1171,88996,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,610,17,1,63,1,160,NOTSSH
76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,442,17,1,76,1,76,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,969,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,476,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,473,17,1,63,1,160,NOTSSH
63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,475,17,1,63,1,160,NOTSSH
